LapNumber,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,improve_LapTime,improve_Sector1Time,improve_Sector2Time,improve_Sector3Time,did_pit
40.0,0.43924334523204805,0.6583013744552474,0.1865821469265423,0.31769908883002174,0.0,1.0,28.0,0.0,0,0,1,0,0
41.0,0.7250356881556729,0.7732699197999543,0.20818639551803667,0.31769908883002174,1.0,1.0,29.0,0.0,0,0,0,0,0
42.0,0.5106914309629542,0.8115927682481899,0.27299914129251984,0.30057758104876303,1.0,1.0,30.0,0.0,1,1,1,1,0
43.0,0.47496738809750116,0.5816556775587761,0.29460338988401424,0.30057758104876303,1.0,1.0,31.0,0.0,1,1,1,1,0
44.0,0.7250356881556729,0.4283642837658337,0.2513948927010255,0.35194210439253903,0.0,1.0,32.0,0.0,0,0,1,1,0
45.0,0.5106914309629542,0.5816556775587761,0.29460338988401424,0.42042813551757374,1.0,1.0,33.0,0.0,1,1,1,1,0
46.0,,,,,0.0,1.0,34.0,0.0,0,0,0,0,0
1.0,-0.2992393691200668,-1.236462017532784,0.3959462040034399,0.08052576404532416,1.0,1.0,1.0,0.0,0,0,1,1,0
2.0,0.8684007367369508,0.8049969136904644,0.508738000989583,0.899306815254274,0.0,1.0,2.0,0.0,0,0,0,0,0
3.0,-2.280689245725915,-1.7059975717141311,-2.5178418848052573,-1.9209390277987755,1.0,1.0,3.0,0.0,1,0,1,1,0
4.0,-0.7592188047607101,-2.7063124480135228,0.4711407353275353,-1.2841093213029255,1.0,1.0,4.0,0.0,1,1,1,1,0
5.0,0.8330177032261321,0.866240681627162,0.5463352666516307,0.8765628971651365,0.0,1.0,5.0,0.0,0,0,0,0,0
6.0,0.21381461678680458,0.5600218419436747,,0.10326968213446165,1.0,1.0,6.0,0.0,0,0,0,1,1
7.0,0.0015164157218922883,-0.6240243381658094,0.4711407353275353,-0.19240125302432579,1.0,0.0,1.0,0.0,1,1,1,1,0
8.0,0.8330177032261321,0.866240681627162,0.48993936815855915,0.9220507333434115,0.0,0.0,2.0,0.0,0,0,0,0,0
9.0,-1.2368897571567627,-1.3997787320306438,-2.38625145498809,-2.125634290601013,1.0,0.0,3.0,0.0,1,0,1,1,0
10.0,-0.7592188047607101,-2.5634103228278953,0.48993936815855915,-0.7155113690744882,1.0,0.0,4.0,0.0,1,1,1,1,0
11.0,0.8860922534923602,0.866240681627162,0.508738000989583,0.899306815254274,1.0,0.0,5.0,0.0,0,0,0,0,0
12.0,-2.3868383462583713,-1.5630954465285036,-1.8598897357194224,-2.466793061938075,1.0,0.0,6.0,0.0,1,0,1,1,0
13.0,-1.1838152068905348,0.19255923432348995,0.48993936815855915,-1.1703897308572382,1.0,0.0,7.0,0.0,1,1,1,1,0
14.0,0.8507092199815415,0.8458260923149294,0.5275366338206069,0.8765628971651365,1.0,0.0,8.0,0.0,0,0,0,0,0
15.0,-1.4668794749770844,0.5600218419436747,,0.3079649449366991,1.0,0.0,9.0,0.0,1,1,0,0,1
16.0,-0.5292290869403885,-1.0119015350982266,0.4711407353275353,-1.443316747926888,1.0,1.0,1.0,0.0,0,0,1,1,0
17.0,0.8860922534923602,0.907069860251627,0.5463352666516307,0.899306815254274,0.0,1.0,2.0,0.0,0,0,0,0,0
18.0,-2.5460619970570555,-1.3793641427184113,,-2.14837820869015,1.0,1.0,3.0,0.0,1,1,1,1,1
19.0,0.1607400665205765,0.15173005569902498,,0.2397331906692866,1.0,1.0,4.0,1.0,0,0,1,1,1
20.0,0.31996371731926077,0.5191926633192097,0.20795987569320137,0.3761966992041116,1.0,1.0,5.0,1.0,1,1,1,1,0
21.0,0.4968788848733543,0.5600218419436747,0.22675850852422522,0.3989406172932491,1.0,1.0,6.0,1.0,1,1,1,1,0
22.0,0.532261918384173,0.6212656098803722,0.22675850852422522,0.3761966992041116,1.0,1.0,7.0,1.0,1,1,1,0,0
23.0,0.5145704016287637,0.6212656098803722,0.24555714135524906,0.3761966992041116,1.0,1.0,8.0,1.0,0,0,0,0,0
24.0,0.5853364686504011,0.5600218419436747,0.26435577418627293,0.5808919620063491,1.0,1.0,9.0,1.0,1,1,1,1,0
25.0,0.5676449518949918,0.6008510205681397,0.24555714135524906,0.5126602077389366,1.0,1.0,10.0,1.0,0,0,0,0,0
26.0,,0.6212656098803722,0.28315440701729677,0.5581480439172115,1.0,1.0,11.0,1.0,0,1,0,0,0
27.0,0.6737940524274479,0.6008510205681397,0.28315440701729677,0.5581480439172115,1.0,1.0,12.0,1.0,1,0,1,1,0
28.0,0.6030279854058105,0.5804364312559072,0.28315440701729677,0.5581480439172115,1.0,1.0,13.0,1.0,0,1,0,0,0
29.0,0.6737940524274479,0.5804364312559072,0.28315440701729677,0.6491237162737615,1.0,1.0,14.0,1.0,0,0,0,1,0
30.0,,0.5804364312559072,0.26435577418627293,0.4671723715606616,1.0,1.0,15.0,1.0,1,1,1,1,0
31.0,0.6561025356720386,0.5600218419436747,0.3019530398483206,0.5354041258280741,1.0,1.0,16.0,1.0,1,0,1,1,0
32.0,0.6914855691828573,0.5600218419436747,0.4147448368344637,0.6263797981846241,1.0,1.0,17.0,1.0,0,1,0,0,0
33.0,1.0099328707802258,-0.562780570229112,0.3019530398483206,1.0812581599673738,1.0,1.0,18.0,1.0,1,0,1,1,0
34.0,0.6384110189166292,0.43753430607027977,0.24555714135524906,0.6036358800954865,1.0,1.0,19.0,1.0,1,0,1,1,0
35.0,0.6737940524274479,0.5804364312559072,0.28315440701729677,0.5808919620063491,1.0,1.0,20.0,1.0,0,0,0,0,0
36.0,-0.9184424555593943,-0.7056826954147394,-3.514169424849521,-1.4660606660160256,1.0,1.0,21.0,1.0,1,0,1,1,0
37.0,0.19612310003139524,0.2538030022601874,,-0.010449908311225825,1.0,1.0,22.0,1.0,0,0,0,0,1
1.0,-0.31321786963083253,-0.18665777367258463,0.3572253973801771,-0.3578777186938091,1.0,0.0,1.0,0.0,0,0,1,1,0
2.0,0.748818880375699,0.9332888683629232,0.43096458491278233,0.9659788829784095,0.0,0.0,2.0,0.0,0,0,0,0,0
3.0,-2.5479201977695762,-2.9491928240268375,-2.4448637288588215,-2.751003114024358,1.0,0.0,3.0,0.0,1,0,1,1,0
4.0,-3.2338189321487945,-0.5599733210177539,0.3572253973801771,-2.190909936393804,1.0,0.0,4.0,0.0,1,1,1,1,0
5.0,0.7709446460008351,0.9332888683629232,0.5047037724453876,1.016896444581187,0.0,0.0,5.0,0.0,0,0,0,0,0
6.0,-2.503668666519304,0.07466310946903386,-0.3555867487683401,-2.089074813188249,1.0,0.0,6.0,0.0,1,1,1,0,0
7.0,-0.5566012915073294,-0.6346364304867878,,-0.6633830883104749,1.0,0.0,7.0,0.0,1,1,0,0,1
8.0,-0.9106135415095066,-1.1572781967700247,0.40638485573524724,-0.8161357731188078,1.0,1.0,1.0,0.0,0,0,0,1,0
9.0,0.7930704116259711,-2.3145563935400495,0.43096458491278233,-2.2163687171951927,1.0,1.0,2.0,0.0,1,1,1,1,0
10.0,,1.045283532566474,0.4555443140903174,0.9914376637797983,0.0,1.0,3.0,0.0,0,0,0,0,0
11.0,-0.2689663383805604,-0.4106471020796862,,-0.8415945539201966,1.0,1.0,4.0,0.0,1,1,0,1,1
12.0,-0.15833751025488002,-3.210513707168456,0.40638485573524724,0.024003993327023205,1.0,0.0,1.0,0.0,0,0,1,1,0
13.0,0.8373219428762433,1.082615087300991,0.4555443140903174,1.016896444581187,0.0,0.0,2.0,0.0,0,0,0,0,0
14.0,-0.37959516650624076,0.11199466420355078,,-1.0961823619340847,1.0,0.0,3.0,0.0,1,1,0,1,1
15.0,-0.15833751025488002,0.14932621893806772,,-0.48517162270075315,1.0,1.0,5.0,1.0,0,0,1,1,1
16.0,0.28417780224784145,0.522641766283237,0.08684837642729126,0.4313444861492443,1.0,1.0,6.0,1.0,1,1,1,1,0
17.0,0.43905816162379396,0.4479786568142031,0.11142810560482634,0.40588570534785545,1.0,1.0,7.0,1.0,0,1,0,0,0
18.0,0.4833096928740661,0.37331554734516925,0.11142810560482634,0.40588570534785545,1.0,1.0,8.0,1.0,1,0,1,1,0
19.0,0.46118392724893004,0.522641766283237,0.16058756395989648,0.5077208285534107,1.0,1.0,9.0,1.0,0,1,0,0,0
20.0,0.5054354584992022,0.4106471020796862,0.2834862098475719,0.609555951758966,1.0,1.0,10.0,1.0,1,1,1,0,0
21.0,0.9036992397516516,0.33598399261065237,0.16058756395989648,0.889602540574243,1.0,1.0,11.0,1.0,1,0,1,1,0
22.0,0.5054354584992022,0.2613208831416185,0.23432675149250173,0.5840971709575772,1.0,1.0,12.0,1.0,1,1,1,1,0
23.0,0.5275612241243383,0.4479786568142031,0.23432675149250173,0.5586383901561883,1.0,1.0,13.0,1.0,0,0,0,0,0
24.0,0.5054354584992022,0.4479786568142031,0.20974702231496664,0.4568032669506331,1.0,1.0,14.0,1.0,0,1,0,0,0
25.0,0.5939385209997465,0.37331554734516925,0.3818051265577122,0.6604735133617436,1.0,1.0,15.0,1.0,1,0,1,1,0
26.0,0.4833096928740661,0.4106471020796862,0.20974702231496664,0.609555951758966,1.0,1.0,16.0,1.0,1,1,1,0,0
27.0,0.5275612241243383,0.4106471020796862,0.2589064806700368,0.5331796093547996,1.0,1.0,17.0,1.0,0,1,0,0,0
28.0,0.5496869897494744,0.48531021154872006,0.20974702231496664,0.5840971709575772,1.0,1.0,18.0,1.0,1,0,1,1,0
29.0,,0.48531021154872006,0.20974702231496664,0.5586383901561883,1.0,1.0,19.0,1.0,1,1,1,1,0
30.0,0.5275612241243383,0.522641766283237,0.18516729313743158,0.5077208285534107,1.0,1.0,20.0,1.0,0,0,1,1,0
31.0,0.5718127553746104,0.5973048757522709,0.18516729313743158,0.6604735133617436,1.0,1.0,21.0,1.0,1,0,1,1,0
32.0,0.5054354584992022,0.522641766283237,0.20974702231496664,0.5077208285534107,1.0,1.0,22.0,1.0,1,1,1,1,0
33.0,,0.48531021154872006,0.18516729313743158,0.4822620477520219,1.0,1.0,23.0,1.0,0,0,0,0,0
34.0,-0.4238466977565129,-0.7466310946903385,-4.632459625659443,-0.510630403502142,1.0,1.0,24.0,1.0,1,0,1,1,0
35.0,-0.06983444775433574,-0.22398932840710156,,0.049462774128412025,1.0,1.0,25.0,1.0,0,0,0,0,1
1.0,0.20420509869346476,-0.2072425694088831,0.5361857907931197,0.5854571424109648,1.0,1.0,1.0,0.0,0,0,1,1,0
2.0,1.2393137024155112,1.1554482979371994,0.5772394592297159,1.1737155151683933,0.0,1.0,2.0,0.0,0,0,0,0,0
3.0,-1.781513447222298,-1.4421811679412704,-0.9964844975064705,-2.061705534997464,1.0,1.0,3.0,0.0,1,0,1,1,0
4.0,-1.9505107702789586,-1.6551016159640959,0.5225012346475877,0.16527259044137296,1.0,1.0,4.0,0.0,1,1,1,1,0
5.0,1.154815040887181,1.0702801187280693,0.5225012346475877,1.2787616531607915,1.0,1.0,5.0,0.0,0,0,0,0,0
6.0,0.2675790948397125,0.36764264025274546,,0.08123568004745459,1.0,1.0,6.0,0.0,1,1,0,0,1
7.0,-0.7041555127360862,-1.3995970783367053,0.5635549030841838,0.10224490764593418,1.0,1.0,1.0,0.0,0,0,1,1,0
8.0,1.1759397062692636,1.1128642083326343,0.5635549030841838,1.2787616531607915,0.0,1.0,2.0,0.0,0,0,0,0,0
9.0,-0.26053753971235205,0.3250585506481804,,0.2703187284337709,1.0,1.0,3.0,0.0,0,0,0,0,1
10.0,-0.7464048435002514,-1.1866766303138798,0.4814475662109915,-1.2213364310582802,1.0,1.0,4.0,1.0,1,1,1,1,0
11.0,1.1336903755050984,1.091572163530352,0.5088166785020556,1.194724742766873,1.0,1.0,5.0,1.0,0,0,0,0,0
12.0,-0.3239115358585998,0.4315187746595931,,-0.2759211891266985,1.0,1.0,6.0,1.0,0,0,0,0,1
13.0,-0.5774075204435908,0.4953949090664407,-0.5585787008494447,-0.4439950099145352,1.0,1.0,7.0,1.0,0,1,1,0,0
14.0,0.33095309098596026,-0.8460039134773593,-2.7207385718435093,-0.7591334238917291,1.0,1.0,8.0,1.0,0,0,1,1,0
15.0,0.8379450601559422,0.6870233122869835,,-1.3684010242476374,1.0,1.0,9.0,1.0,0,0,0,0,1
1.0,-0.5781205479949619,-0.3182908253723644,0.27271850781047785,0.06250250889734343,1.0,0.0,1.0,1.0,0,0,1,1,0
2.0,1.1825193027169676,1.1032889845772398,0.27271850781047785,1.0436465439137783,0.0,0.0,2.0,1.0,0,0,0,0,0
3.0,-1.3401885430792297,-1.0961363817598837,,-2.0306047658043846,1.0,0.0,3.0,1.0,1,1,1,1,1
4.0,0.473007721086787,-1.04249186062971,0.30605076987620294,0.28053451667877344,1.0,1.0,1.0,1.0,0,0,1,1,0
5.0,1.235075716171055,1.1569335057074135,0.372715294007653,1.0654497446919213,0.0,1.0,2.0,1.0,0,0,0,0,0
6.0,-0.4467295143597433,0.4863769915802417,,-0.4607743097780886,1.0,1.0,3.0,1.0,1,1,0,0,1
7.0,0.5255641345408745,-1.444825769106013,0.30605076987620294,0.14971531200991542,1.0,1.0,1.0,1.0,0,0,1,1,0
8.0,1.1825193027169676,1.1301112451423265,0.27271850781047785,1.0872529454700643,0.0,1.0,2.0,1.0,0,0,0,0,0
9.0,-1.1825193027169676,-0.5328689098930594,,-1.5073279471289525,1.0,1.0,3.0,1.0,1,1,0,1,1
10.0,-0.8409026152653991,-1.0961363817598837,0.3560491629747905,0.34594411901320243,1.0,0.0,1.0,1.0,0,0,1,1,0
11.0,1.1825193027169676,1.1837557662725005,0.3560491629747905,1.1308593470263504,0.0,0.0,2.0,1.0,0,0,0,0,0
12.0,-1.0248500623547052,0.35226568875480735,,-0.13372629810594355,1.0,0.0,3.0,1.0,1,1,0,1,1
13.0,-0.13139103363521862,-1.3911812479758392,0.32271690090906546,-1.4201151440163806,1.0,0.0,1.0,1.0,0,0,1,1,0
14.0,1.1562410959899239,1.1837557662725005,0.32271690090906546,1.0218433431356355,1.0,0.0,2.0,1.0,0,0,0,0,0
15.0,-1.3927449565333172,0.3254434281897205,-3.1605044849592026,-0.6351999160032326,1.0,0.0,3.0,1.0,0,0,0,0,0
1.0,-0.09291620392814426,-0.19618053108484962,-5.79806754130732,-0.28823371030493067,1.0,0.0,4.0,1.0,0,0,0,1,0
2.0,-5.41772942904098,-7.097276576837807,-4.345440618101427,-7.49908300880199,0.0,0.0,5.0,1.0,0,0,1,0,0
3.0,-4.702989398824492,-3.8683233811185334,-2.5626712123487385,-2.8272651534376982,1.0,0.0,6.0,1.0,1,1,1,1,0
4.0,-0.12865320543896866,-0.19618053108484962,-0.18564533801182115,-0.03433056599165391,0.0,0.0,7.0,1.0,1,1,0,0,0
5.0,,-0.06955491556644673,-0.18564533801182115,-0.18667245257961995,0.0,0.0,8.0,1.0,1,1,1,1,0
6.0,-0.09291620392814426,-0.13286772332564817,-0.11961684150246232,-0.2374530814422753,0.0,0.0,9.0,1.0,1,1,0,1,0
7.0,-0.05717920241731986,-0.13286772332564817,-0.18564533801182115,-0.339014339167586,0.0,0.0,10.0,1.0,0,0,0,1,0
8.0,,-0.19618053108484962,-0.11961684150246232,-0.18667245257961995,1.0,0.0,11.0,1.0,1,0,1,1,0
9.0,0.014294800604328948,-0.06955491556644673,-0.18564533801182115,-0.18667245257961995,0.0,0.0,12.0,1.0,1,1,1,1,0
10.0,0.08576880362597775,-0.13286772332564817,-0.11961684150246232,-0.08511119485430926,0.0,0.0,13.0,1.0,0,0,1,0,0
11.0,,-0.006242107807245289,-0.05358834499310351,0.016450062871001436,1.0,0.0,14.0,1.0,0,1,0,1,0
12.0,0.05003180211515335,-0.006242107807245289,-0.05358834499310351,0.016450062871001436,1.0,0.0,15.0,1.0,1,1,0,1,0
13.0,0.08576880362597775,-0.006242107807245289,0.07846864802561412,-0.08511119485430926,1.0,0.0,16.0,1.0,1,1,0,1,0
14.0,0.12150580513680215,-0.06955491556644673,0.07846864802561412,-0.08511119485430926,1.0,0.0,17.0,1.0,1,0,1,0,0
15.0,0.08576880362597775,-0.006242107807245289,0.012440151516255302,-0.03433056599165391,0.0,0.0,18.0,1.0,1,1,0,1,0
16.0,,-0.006242107807245289,0.012440151516255302,-0.13589182371696462,0.0,0.0,19.0,1.0,0,0,1,0,0
17.0,0.12150580513680215,0.18369631547035906,0.012440151516255302,-0.03433056599165391,1.0,0.0,20.0,1.0,0,0,0,0,0
18.0,0.15724280664762655,-0.006242107807245289,0.012440151516255302,-0.08511119485430926,1.0,0.0,21.0,1.0,0,1,0,0,0
19.0,0.12150580513680215,-0.006242107807245289,0.07846864802561412,-0.03433056599165391,1.0,0.0,22.0,1.0,0,0,0,1,0
20.0,0.05003180211515335,0.057070699951956155,0.012440151516255302,-0.03433056599165391,1.0,0.0,23.0,1.0,1,1,1,1,0
21.0,0.08576880362597775,-0.06955491556644673,-0.05358834499310351,0.016450062871001436,1.0,0.0,24.0,1.0,0,0,1,0,0
22.0,,0.057070699951956155,-0.05358834499310351,-0.13589182371696462,1.0,0.0,25.0,1.0,0,0,0,0,0
23.0,0.12150580513680215,-0.06955491556644673,0.07846864802561412,-0.08511119485430926,1.0,0.0,26.0,1.0,0,1,0,1,0
24.0,0.15724280664762655,0.057070699951956155,0.6727251166098435,-0.03433056599165391,1.0,0.0,27.0,1.0,1,1,1,1,0
25.0,0.6575608277991681,-0.006242107807245289,0.14449714453497292,0.016450062871001436,0.0,0.0,28.0,1.0,0,0,0,0,0
26.0,0.22871680966927535,-0.19618053108484962,0.012440151516255302,0.16879194945896747,1.0,0.0,29.0,1.0,1,0,1,1,0
27.0,0.15724280664762655,0.057070699951956155,0.012440151516255302,0.06723069173365678,1.0,0.0,30.0,1.0,1,1,0,1,0
28.0,,-0.006242107807245289,0.012440151516255302,0.11801132059631213,1.0,0.0,31.0,1.0,0,1,0,0,0
29.0,0.22871680966927535,-0.06955491556644673,0.07846864802561412,0.06723069173365678,1.0,0.0,32.0,1.0,0,1,0,1,0
30.0,0.3001908126909242,-0.06955491556644673,0.21052564104433175,0.16879194945896747,1.0,0.0,33.0,1.0,0,1,0,0,0
31.0,,-0.006242107807245289,0.21052564104433175,0.21957257832162283,1.0,0.0,34.0,1.0,0,0,0,0,0
32.0,0.40740181722339736,-0.06955491556644673,,0.37191446490958885,1.0,0.0,35.0,1.0,0,0,1,1,1
33.0,0.05003180211515335,0.18369631547035906,0.07846864802561412,0.06723069173365678,1.0,1.0,1.0,0.0,1,1,1,1,0
34.0,0.22871680966927535,0.24700912322956048,0.14449714453497292,0.2703532071842782,0.0,1.0,2.0,0.0,0,1,0,0,0
35.0,0.15724280664762655,0.18369631547035906,0.14449714453497292,0.11801132059631213,1.0,1.0,3.0,0.0,0,0,1,1,0
36.0,0.05003180211515335,0.18369631547035906,0.21052564104433175,-0.03433056599165391,1.0,1.0,4.0,0.0,0,1,0,0,0
37.0,0.014294800604328948,0.24700912322956048,0.21052564104433175,-0.03433056599165391,1.0,1.0,5.0,0.0,1,1,1,0,0
38.0,0.12150580513680215,0.24700912322956048,0.21052564104433175,0.06723069173365678,1.0,1.0,6.0,0.0,1,1,0,1,0
39.0,0.15724280664762655,0.31032193098876193,0.27655413755369057,0.16879194945896747,1.0,1.0,7.0,0.0,0,0,0,0,0
40.0,0.19297980815845095,0.24700912322956048,0.7387536131192023,0.21957257832162283,1.0,1.0,8.0,0.0,1,1,1,1,0
41.0,0.014294800604328948,0.31032193098876193,0.14449714453497292,0.06723069173365678,1.0,1.0,9.0,0.0,1,0,1,0,0
42.0,0.15724280664762655,0.24700912322956048,0.21052564104433175,0.11801132059631213,1.0,1.0,10.0,0.0,0,0,1,0,0
43.0,0.22871680966927535,0.43694754650716483,0.27655413755369057,0.3211338360469335,1.0,1.0,11.0,0.0,1,1,0,0,0
44.0,0.33592781420174855,0.24700912322956048,0.9368391026472788,0.37191446490958885,1.0,1.0,12.0,0.0,0,1,0,0,0
45.0,0.8362458353532902,-0.38611895436245397,0.21052564104433175,1.2351851555747297,1.0,1.0,13.0,0.0,1,0,1,1,0
46.0,0.22871680966927535,0.31032193098876193,0.21052564104433175,0.2703532071842782,1.0,1.0,14.0,0.0,1,1,1,0,0
47.0,,0.31032193098876193,0.14449714453497292,0.3211338360469335,1.0,1.0,15.0,0.0,0,1,0,0,0
48.0,,0.18369631547035906,0.27655413755369057,0.37191446490958885,1.0,1.0,16.0,0.0,1,1,0,1,0
49.0,0.3001908126909242,0.24700912322956048,0.3425826340630494,0.42269509377224423,1.0,1.0,17.0,0.0,1,1,1,1,0
50.0,0.26445381118009975,0.31032193098876193,0.8047821096285611,0.2703532071842782,1.0,1.0,18.0,0.0,1,1,1,0,0
51.0,,0.31032193098876193,0.3425826340630494,0.2703532071842782,0.0,1.0,19.0,0.0,0,0,0,1,0
52.0,0.371664815712573,0.3736347387479634,0.8708106061379199,0.2703532071842782,1.0,1.0,20.0,0.0,1,1,1,1,0
53.0,0.26445381118009975,0.3736347387479634,0.3425826340630494,0.37191446490958885,0.0,1.0,21.0,0.0,0,0,1,1,0
54.0,0.33592781420174855,0.3736347387479634,0.4086111305724082,0.2703532071842782,1.0,1.0,22.0,0.0,1,0,1,1,0
55.0,,0.31032193098876193,0.3425826340630494,0.3211338360469335,0.0,1.0,23.0,0.0,1,1,1,1,0
56.0,0.40740181722339736,0.3736347387479634,0.474639627081767,0.3211338360469335,0.0,1.0,24.0,0.0,1,0,0,1,0
57.0,0.33592781420174855,0.3736347387479634,0.474639627081767,0.2703532071842782,0.0,1.0,25.0,0.0,1,1,0,1,0
58.0,0.40740181722339736,0.24700912322956048,0.474639627081767,0.42269509377224423,0.0,1.0,26.0,0.0,0,0,0,0,0
59.0,0.371664815712573,0.24700912322956048,0.4086111305724082,0.37191446490958885,1.0,1.0,27.0,0.0,0,0,0,0,0
60.0,0.33592781420174855,0.31032193098876193,,0.42269509377224423,1.0,1.0,28.0,0.0,0,0,1,1,1
61.0,0.05003180211515335,0.5002603542663663,0.474639627081767,0.8797207535361423,1.0,1.0,1.0,0.0,1,1,1,1,0
62.0,0.26445381118009975,0.880137200821575,0.8708106061379199,0.6258176092228656,0.0,1.0,2.0,0.0,0,0,0,0,0
63.0,0.05003180211515335,-0.13286772332564817,0.3425826340630494,1.0320626401241084,1.0,1.0,3.0,0.0,1,0,1,1,0
64.0,0.19297980815845095,0.31032193098876193,0.14449714453497292,0.11801132059631213,1.0,1.0,4.0,0.0,1,1,1,1,0
65.0,,0.3736347387479634,0.3425826340630494,0.016450062871001436,1.0,1.0,5.0,0.0,0,0,1,1,0
66.0,,0.3736347387479634,0.3425826340630494,0.016450062871001436,1.0,1.0,6.0,0.0,1,1,0,1,0
67.0,,0.6268859697847692,0.4086111305724082,0.06723069173365678,1.0,1.0,7.0,0.0,0,1,0,0,0
68.0,0.3001908126909242,0.5002603542663663,0.3425826340630494,0.06723069173365678,1.0,1.0,8.0,0.0,1,1,1,1,0
69.0,0.22871680966927535,0.5635731620255677,0.3425826340630494,0.2703532071842782,1.0,1.0,9.0,0.0,0,0,0,1,0
70.0,,0.5002603542663663,0.474639627081767,0.16879194945896747,1.0,1.0,10.0,0.0,1,1,1,0,0
71.0,,0.5002603542663663,-1.5062152681989975,0.21957257832162283,1.0,1.0,11.0,0.0,0,0,0,0,0
1.0,-0.2992393691200668,-1.236462017532784,0.3959462040034399,0.08052576404532416,1.0,1.0,1.0,0.0,0,0,1,1,0
2.0,0.8684007367369508,0.8049969136904644,0.508738000989583,0.899306815254274,0.0,1.0,2.0,0.0,0,0,0,0,0
3.0,-2.280689245725915,-1.7059975717141311,-2.5178418848052573,-1.9209390277987755,1.0,1.0,3.0,0.0,1,0,1,1,0
4.0,-0.7592188047607101,-2.7063124480135228,0.4711407353275353,-1.2841093213029255,1.0,1.0,4.0,0.0,1,1,1,1,0
5.0,0.8330177032261321,0.866240681627162,0.5463352666516307,0.8765628971651365,0.0,1.0,5.0,0.0,0,0,0,0,0
6.0,0.21381461678680458,0.5600218419436747,,0.10326968213446165,1.0,1.0,6.0,0.0,0,0,0,1,1
7.0,0.0015164157218922883,-0.6240243381658094,0.4711407353275353,-0.19240125302432579,1.0,0.0,1.0,0.0,1,1,1,1,0
8.0,0.8330177032261321,0.866240681627162,0.48993936815855915,0.9220507333434115,0.0,0.0,2.0,0.0,0,0,0,0,0
9.0,-1.2368897571567627,-1.3997787320306438,-2.38625145498809,-2.125634290601013,1.0,0.0,3.0,0.0,1,0,1,1,0
10.0,-0.7592188047607101,-2.5634103228278953,0.48993936815855915,-0.7155113690744882,1.0,0.0,4.0,0.0,1,1,1,1,0
11.0,0.8860922534923602,0.866240681627162,0.508738000989583,0.899306815254274,1.0,0.0,5.0,0.0,0,0,0,0,0
12.0,-2.3868383462583713,-1.5630954465285036,-1.8598897357194224,-2.466793061938075,1.0,0.0,6.0,0.0,1,0,1,1,0
13.0,-1.1838152068905348,0.19255923432348995,0.48993936815855915,-1.1703897308572382,1.0,0.0,7.0,0.0,1,1,1,1,0
14.0,0.8507092199815415,0.8458260923149294,0.5275366338206069,0.8765628971651365,1.0,0.0,8.0,0.0,0,0,0,0,0
15.0,-1.4668794749770844,0.5600218419436747,,0.3079649449366991,1.0,0.0,9.0,0.0,1,1,0,0,1
16.0,-0.5292290869403885,-1.0119015350982266,0.4711407353275353,-1.443316747926888,1.0,1.0,1.0,0.0,0,0,1,1,0
17.0,0.8860922534923602,0.907069860251627,0.5463352666516307,0.899306815254274,0.0,1.0,2.0,0.0,0,0,0,0,0
18.0,-2.5460619970570555,-1.3793641427184113,,-2.14837820869015,1.0,1.0,3.0,0.0,1,1,1,1,1
19.0,0.1607400665205765,0.15173005569902498,,0.2397331906692866,1.0,1.0,4.0,1.0,0,0,1,1,1
20.0,0.31996371731926077,0.5191926633192097,0.20795987569320137,0.3761966992041116,1.0,1.0,5.0,1.0,1,1,1,1,0
21.0,0.4968788848733543,0.5600218419436747,0.22675850852422522,0.3989406172932491,1.0,1.0,6.0,1.0,1,1,1,1,0
22.0,0.532261918384173,0.6212656098803722,0.22675850852422522,0.3761966992041116,1.0,1.0,7.0,1.0,1,1,1,0,0
23.0,0.5145704016287637,0.6212656098803722,0.24555714135524906,0.3761966992041116,1.0,1.0,8.0,1.0,0,0,0,0,0
24.0,0.5853364686504011,0.5600218419436747,0.26435577418627293,0.5808919620063491,1.0,1.0,9.0,1.0,1,1,1,1,0
25.0,0.5676449518949918,0.6008510205681397,0.24555714135524906,0.5126602077389366,1.0,1.0,10.0,1.0,0,0,0,0,0
26.0,,0.6212656098803722,0.28315440701729677,0.5581480439172115,1.0,1.0,11.0,1.0,0,1,0,0,0
27.0,0.6737940524274479,0.6008510205681397,0.28315440701729677,0.5581480439172115,1.0,1.0,12.0,1.0,1,0,1,1,0
28.0,0.6030279854058105,0.5804364312559072,0.28315440701729677,0.5581480439172115,1.0,1.0,13.0,1.0,0,1,0,0,0
29.0,0.6737940524274479,0.5804364312559072,0.28315440701729677,0.6491237162737615,1.0,1.0,14.0,1.0,0,0,0,1,0
30.0,,0.5804364312559072,0.26435577418627293,0.4671723715606616,1.0,1.0,15.0,1.0,1,1,1,1,0
31.0,0.6561025356720386,0.5600218419436747,0.3019530398483206,0.5354041258280741,1.0,1.0,16.0,1.0,1,0,1,1,0
32.0,0.6914855691828573,0.5600218419436747,0.4147448368344637,0.6263797981846241,1.0,1.0,17.0,1.0,0,1,0,0,0
33.0,1.0099328707802258,-0.562780570229112,0.3019530398483206,1.0812581599673738,1.0,1.0,18.0,1.0,1,0,1,1,0
34.0,0.6384110189166292,0.43753430607027977,0.24555714135524906,0.6036358800954865,1.0,1.0,19.0,1.0,1,0,1,1,0
